Time,F,SL,Displ,x1,x2
 4.00000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336418e-03, 2.73526422e-12, 7.00000000e-03
 4.01000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336415e-03,-1.93815594e-12, 7.00000000e-03
 4.02000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336412e-03,-6.14474508e-12, 6.99999999e-03
 4.03000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336411e-03,-6.36765332e-12, 6.99999999e-03
 4.04000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336421e-03, 5.56754282e-12, 7.00000000e-03
 4.05000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336414e-03,-3.15292701e-12, 7.00000000e-03
 4.06000000e-01, 2.03368454e+00, 1.88217327e+00, 8.91336406e-03,-1.28889502e-11, 6.99999999e-03
 4.07000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336415e-03,-1.30168175e-12, 7.00000000e-03
 4.08000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336420e-03, 5.11852543e-12, 7.00000000e-03
 4.09000000e-01, 2.03368454e+00, 1.88217327e+00, 8.91336406e-03,-1.24258406e-11, 6.99999999e-03
 4.10000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336412e-03,-5.58034672e-12, 6.99999999e-03
 4.11000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336418e-03, 2.03176935e-12, 7.00000000e-03
 4.12000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336415e-03,-1.37419674e-12, 7.00000000e-03
 4.13000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336412e-03,-5.66697181e-12, 6.99999999e-03
 4.14000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336410e-03,-7.89907816e-12, 6.99999999e-03
 4.15000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336420e-03, 4.65394970e-12, 7.00000000e-03
 4.16000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336418e-03, 2.25702164e-12, 7.00000000e-03
 4.17000000e-01, 2.03368454e+00, 1.88217327e+00, 8.91336406e-03,-1.27033000e-11, 6.99999999e-03
 4.18000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336410e-03,-8.35370628e-12, 6.99999999e-03
 4.19000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336423e-03, 8.93631446e-12, 7.00000001e-03
 4.20000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336412e-03,-5.54050999e-12, 6.99999999e-03
 4.21000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336408e-03,-1.01133775e-11, 6.99999999e-03
 4.22000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336415e-03,-1.01905888e-12, 7.00000000e-03
 4.23000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336419e-03, 2.85506952e-12, 7.00000000e-03
 4.24000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336411e-03,-6.40115749e-12, 6.99999999e-03
 4.25000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336413e-03,-3.88537340e-12, 7.00000000e-03
 4.26000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336416e-03,-2.05045262e-13, 7.00000000e-03
 4.27000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336418e-03, 2.36505929e-12, 7.00000000e-03
 4.28000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336414e-03,-3.37439456e-12, 7.00000000e-03
 4.29000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336412e-03,-5.58741589e-12, 7.00000000e-03
 4.30000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336419e-03, 3.11284739e-12, 7.00000000e-03
 4.31000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336419e-03, 4.00335526e-12, 7.00000000e-03
 4.32000000e-01, 2.03368454e+00, 1.88217327e+00, 8.91336408e-03,-1.05433878e-11, 6.99999999e-03
 4.33000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336414e-03,-3.59943342e-12, 7.00000000e-03
 4.34000000e-01, 2.03368459e+00, 1.88217327e+00, 8.91336424e-03, 9.95207414e-12, 7.00000001e-03
 4.35000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336415e-03,-1.95043203e-12, 7.00000000e-03
 4.36000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336413e-03,-4.95938089e-12, 7.00000000e-03
 4.37000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336416e-03,-2.47255826e-13, 7.00000000e-03
 4.38000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336420e-03, 4.45753590e-12, 7.00000000e-03
 4.39000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336418e-03, 2.20588937e-12, 7.00000000e-03
 4.40000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336414e-03,-3.49276574e-12, 7.00000000e-03
 4.41000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336414e-03,-2.84827914e-12, 7.00000000e-03
 4.42000000e-01, 2.03368459e+00, 1.88217327e+00, 8.91336425e-03, 1.05010966e-11, 7.00000001e-03
 4.43000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336416e-03,-6.57742449e-14, 7.00000000e-03
 4.44000000e-01, 2.03368454e+00, 1.88217327e+00, 8.91336408e-03,-1.09774905e-11, 6.99999999e-03
 4.45000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336422e-03, 6.69865414e-12, 7.00000001e-03
 4.46000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336420e-03, 4.85945833e-12, 7.00000000e-03
 4.47000000e-01, 2.03368454e+00, 1.88217327e+00, 8.91336408e-03,-1.11340136e-11, 6.99999999e-03
 4.48000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336417e-03, 4.94256390e-13, 7.00000000e-03
 4.49000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336421e-03, 5.41064584e-12, 7.00000000e-03
 4.50000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336418e-03, 1.71794190e-12, 7.00000000e-03
 4.51000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336412e-03,-5.09436198e-12, 7.00000000e-03
 4.52000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336415e-03,-2.18535019e-12, 7.00000000e-03
 4.53000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336423e-03, 7.91797050e-12, 7.00000001e-03
 4.54000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336423e-03, 8.84309592e-12, 7.00000001e-03
 4.55000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336410e-03,-8.79169356e-12, 6.99999999e-03
 4.56000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336417e-03, 1.19514002e-12, 7.00000000e-03
 4.57000000e-01, 2.03368459e+00, 1.88217327e+00, 8.91336425e-03, 1.09523793e-11, 7.00000001e-03
 4.58000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336416e-03,-9.58862486e-13, 7.00000000e-03
 4.59000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336411e-03,-6.86437421e-12, 6.99999999e-03
 4.60000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336422e-03, 7.65523259e-12, 7.00000001e-03
 4.61000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336419e-03, 3.79947071e-12, 7.00000000e-03
 4.62000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336414e-03,-3.01732943e-12, 7.00000000e-03
 4.63000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336412e-03,-5.57208426e-12, 6.99999999e-03
 4.64000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336420e-03, 4.49995407e-12, 7.00000000e-03
 4.65000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336418e-03, 2.81933504e-12, 7.00000000e-03
 4.66000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336412e-03,-5.93446421e-12, 6.99999999e-03
 4.67000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336411e-03,-6.97064621e-12, 6.99999999e-03
 4.68000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336423e-03, 8.14683732e-12, 7.00000001e-03
 4.69000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336419e-03, 3.72015200e-12, 7.00000000e-03
 4.70000000e-01, 2.03368454e+00, 1.88217327e+00, 8.91336406e-03,-1.29429366e-11, 6.99999999e-03
 4.71000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336416e-03,-4.52636261e-13, 7.00000000e-03
 4.72000000e-01, 2.03368459e+00, 1.88217327e+00, 8.91336425e-03, 1.04037236e-11, 7.00000001e-03
 4.73000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336414e-03,-2.38304702e-12, 7.00000000e-03
 4.74000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336411e-03,-7.19975017e-12, 6.99999999e-03
 4.75000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336416e-03,-7.45381654e-13, 7.00000000e-03
 4.76000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336417e-03, 1.07580367e-12, 7.00000000e-03
 4.77000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336414e-03,-2.59012690e-12, 7.00000000e-03
 4.78000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336409e-03,-9.00799765e-12, 6.99999999e-03
 4.79000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336415e-03,-2.01953924e-12, 7.00000000e-03
 4.80000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336419e-03, 3.40566400e-12, 7.00000000e-03
 4.81000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336413e-03,-4.40936362e-12, 7.00000000e-03
 4.82000000e-01, 2.03368454e+00, 1.88217327e+00, 8.91336407e-03,-1.12918400e-11, 6.99999999e-03
 4.83000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336423e-03, 8.96632050e-12, 7.00000001e-03
 4.84000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336418e-03, 2.40908280e-12, 7.00000000e-03
 4.85000000e-01, 2.03368454e+00, 1.88217327e+00, 8.91336407e-03,-1.18688049e-11, 6.99999999e-03
 4.86000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336417e-03, 8.48275663e-13, 7.00000000e-03
 4.87000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336419e-03, 3.84236769e-12, 7.00000000e-03
 4.88000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336415e-03,-1.14674138e-12, 7.00000000e-03
 4.89000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336412e-03,-5.48912832e-12, 6.99999999e-03
 4.90000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336415e-03,-1.40939019e-12, 7.00000000e-03
 4.91000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336418e-03, 2.23490567e-12, 7.00000000e-03
 4.92000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336421e-03, 6.21878926e-12, 7.00000001e-03
 4.93000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336410e-03,-8.70012571e-12, 6.99999999e-03
 4.94000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336419e-03, 3.02537996e-12, 7.00000000e-03
 4.95000000e-01, 2.03368459e+00, 1.88217327e+00, 8.91336424e-03, 9.58143243e-12, 7.00000001e-03
 4.96000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336413e-03,-4.49937968e-12, 7.00000000e-03
 4.97000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336411e-03,-6.41380155e-12, 6.99999999e-03
 4.98000000e-01, 2.03368459e+00, 1.88217327e+00, 8.91336424e-03, 1.00499552e-11, 7.00000001e-03
 4.99000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336418e-03, 2.13523789e-12, 7.00000000e-03
 5.00000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336411e-03,-7.25599332e-12, 6.99999999e-03
 5.01000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336416e-03,-5.77878568e-13, 7.00000000e-03
 5.02000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336419e-03, 3.31313722e-12, 7.00000000e-03
 5.03000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336420e-03, 5.11004835e-12, 7.00000000e-03
 5.04000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336411e-03,-6.30241187e-12, 6.99999999e-03
 5.05000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336415e-03,-1.95363137e-12, 7.00000000e-03
 5.06000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336422e-03, 6.81285404e-12, 7.00000001e-03
 5.07000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336420e-03, 5.03259127e-12, 7.00000000e-03
 5.08000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336409e-03,-8.95800452e-12, 6.99999999e-03
 5.09000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336417e-03, 2.66050622e-13, 7.00000000e-03
 5.10000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336423e-03, 8.83647794e-12, 7.00000001e-03
 5.11000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336412e-03,-5.66450236e-12, 7.00000000e-03
 5.12000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336414e-03,-3.19028470e-12, 7.00000000e-03
 5.13000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336420e-03, 5.07780581e-12, 7.00000000e-03
 5.14000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336419e-03, 3.17185746e-12, 7.00000000e-03
 5.15000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336410e-03,-7.69200234e-12, 6.99999999e-03
 5.16000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336416e-03,-9.80780306e-13, 7.00000000e-03
 5.17000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336419e-03, 3.62915493e-12, 7.00000000e-03
 5.18000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336420e-03, 4.34965896e-12, 7.00000000e-03
 5.19000000e-01, 2.03368454e+00, 1.88217327e+00, 8.91336408e-03,-1.06665317e-11, 6.99999999e-03
 5.20000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336410e-03,-7.73821445e-12, 6.99999999e-03
 5.21000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336422e-03, 6.57468752e-12, 7.00000001e-03
 5.22000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336419e-03, 3.23196262e-12, 7.00000000e-03
 5.23000000e-01, 2.03368454e+00, 1.88217327e+00, 8.91336406e-03,-1.33897334e-11, 6.99999999e-03
 5.24000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336417e-03, 5.89184884e-13, 7.00000000e-03
 5.25000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336421e-03, 5.74610011e-12, 7.00000000e-03
 5.26000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336412e-03,-5.50593778e-12, 7.00000000e-03
 5.27000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336414e-03,-2.39955903e-12, 7.00000000e-03
 5.28000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336415e-03,-1.26855513e-12, 7.00000000e-03
 5.29000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336416e-03,-5.32021584e-13, 7.00000000e-03
 5.30000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336414e-03,-2.41984911e-12, 7.00000000e-03
 5.31000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336409e-03,-9.20555351e-12, 6.99999999e-03
 5.32000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336417e-03, 3.91531506e-13, 7.00000000e-03
 5.33000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336422e-03, 7.61167098e-12, 7.00000001e-03
 5.34000000e-01, 2.03368454e+00, 1.88217327e+00, 8.91336406e-03,-1.36128731e-11, 6.99999999e-03
 5.35000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336412e-03,-6.00080277e-12, 6.99999999e-03
 5.36000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336423e-03, 8.61985416e-12, 7.00000001e-03
 5.37000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336416e-03, 6.43715634e-14, 7.00000000e-03
 5.38000000e-01, 2.03368454e+00, 1.88217327e+00, 8.91336407e-03,-1.14670995e-11, 6.99999999e-03
 5.39000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336417e-03, 5.72238065e-13, 7.00000000e-03
 5.40000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336418e-03, 2.73944956e-12, 7.00000000e-03
 5.41000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336415e-03,-9.83223291e-13, 7.00000000e-03
 5.42000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336408e-03,-9.82582222e-12, 6.99999999e-03
 5.43000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336413e-03,-3.76476087e-12, 7.00000000e-03
 5.44000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336418e-03, 2.41914499e-12, 7.00000000e-03
 5.45000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336415e-03,-1.02217779e-12, 7.00000000e-03
 5.46000000e-01, 2.03368454e+00, 1.88217327e+00, 8.91336407e-03,-1.14733023e-11, 6.99999999e-03
 5.47000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336416e-03,-4.75195569e-13, 7.00000000e-03
 5.48000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336420e-03, 4.74748039e-12, 7.00000000e-03
 5.49000000e-01, 2.03368454e+00, 1.88217327e+00, 8.91336407e-03,-1.13230093e-11, 6.99999999e-03
 5.50000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336412e-03,-4.92553369e-12, 7.00000000e-03
 5.51000000e-01, 2.03368459e+00, 1.88217327e+00, 8.91336424e-03, 1.00145627e-11, 7.00000001e-03
 5.52000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336419e-03, 3.44121620e-12, 7.00000000e-03
 5.53000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336412e-03,-5.87943394e-12, 7.00000000e-03
 5.54000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336415e-03,-2.34793800e-12, 7.00000000e-03
 5.55000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336420e-03, 4.58942454e-12, 7.00000000e-03
 5.56000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336420e-03, 4.29872884e-12, 7.00000000e-03
 5.57000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336410e-03,-8.61228216e-12, 6.99999999e-03
 5.58000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336413e-03,-4.73365234e-12, 7.00000000e-03
 5.59000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336422e-03, 7.12250575e-12, 7.00000001e-03
 5.60000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336418e-03, 2.54495430e-12, 7.00000000e-03
 5.61000000e-01, 2.03368454e+00, 1.88217327e+00, 8.91336407e-03,-1.15619715e-11, 6.99999999e-03
 5.62000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336420e-03, 3.96530128e-12, 7.00000000e-03
 5.63000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336418e-03, 1.62190312e-12, 7.00000000e-03
 5.64000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336411e-03,-7.04797816e-12, 6.99999999e-03
 5.65000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336413e-03,-4.56289035e-12, 7.00000000e-03
 5.66000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336418e-03, 2.72132954e-12, 7.00000000e-03
 5.67000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336416e-03,-5.33996561e-13, 7.00000000e-03
 5.68000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336413e-03,-4.87990883e-12, 7.00000000e-03
 5.69000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336411e-03,-7.04149066e-12, 6.99999999e-03
 5.70000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336420e-03, 5.16753726e-12, 7.00000000e-03
 5.71000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336422e-03, 7.22864787e-12, 7.00000001e-03
 5.72000000e-01, 2.03368454e+00, 1.88217327e+00, 8.91336407e-03,-1.22486336e-11, 6.99999999e-03
 5.73000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336414e-03,-3.58418450e-12, 7.00000000e-03
 5.74000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336423e-03, 8.83808501e-12, 7.00000001e-03
 5.75000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336415e-03,-1.12951694e-12, 7.00000000e-03
 5.76000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336412e-03,-6.00192729e-12, 7.00000000e-03
 5.77000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336419e-03, 2.83087930e-12, 7.00000000e-03
 5.78000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336418e-03, 2.03884480e-12, 7.00000000e-03
 5.79000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336417e-03, 1.47482331e-12, 7.00000000e-03
 5.80000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336413e-03,-4.82550938e-12, 7.00000000e-03
 5.81000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336419e-03, 2.80220438e-12, 7.00000000e-03
 5.82000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336421e-03, 5.32697895e-12, 7.00000000e-03
 5.83000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336416e-03,-5.95005383e-13, 7.00000000e-03
 5.84000000e-01, 2.03368455e+00, 1.88217327e+00, 8.91336411e-03,-6.93667831e-12, 6.99999999e-03
 5.85000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336421e-03, 5.78161830e-12, 7.00000001e-03
 5.86000000e-01, 2.03368458e+00, 1.88217327e+00, 8.91336422e-03, 6.54042912e-12, 7.00000001e-03
 5.87000000e-01, 2.03368454e+00, 1.88217327e+00, 8.91336407e-03,-1.23182447e-11, 6.99999999e-03
 5.88000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336416e-03,-9.00744151e-13, 7.00000000e-03
 5.89000000e-01, 2.03368459e+00, 1.88217327e+00, 8.91336426e-03, 1.21308145e-11, 7.00000001e-03
 5.90000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336417e-03, 3.86396707e-13, 7.00000000e-03
 5.91000000e-01, 2.03368456e+00, 1.88217327e+00, 8.91336414e-03,-2.78462673e-12, 7.00000000e-03
 5.92000000e-01, 2.03368457e+00, 1.88217327e+00, 8.91336418e-03, 1.84140298e-12, 7.00000000e-03
 5.93000000e-01, 2.03371433e+00, 1.88217304e+00, 8.91347916e-03,-1.02606915e-07, 6.99988660e-03
 5.94000000e-01, 2.03382035e+00, 1.88217222e+00, 8.91388887e-03,-4.02290661e-07, 6.99953752e-03
 5.95000000e-01, 2.03404912e+00, 1.88217045e+00, 8.91477289e-03,-9.77937910e-07, 6.99886564e-03
 5.96000000e-01, 2.03459633e+00, 1.88216623e+00, 8.91688732e-03,-2.32566263e-06, 6.99728827e-03
 5.97000000e-01, 2.03552842e+00, 1.88215902e+00, 8.92048871e-03,-4.35274072e-06, 6.99486977e-03
 5.98000000e-01, 2.03686505e+00, 1.88214869e+00, 8.92565253e-03,-6.86978515e-06, 6.99183473e-03
 5.99000000e-01, 2.03883813e+00, 1.88213345e+00, 8.93327387e-03,-1.05070154e-05, 6.98752701e-03
